created_time,id,message,hashtags,story
2016-10-24T02:20:35+0000,807722379247301_1306811669338367,Still going strong on the diet. Looking forward to shedding a few more kilos.,,
2016-10-21T22:54:31+0000,807722379247301_1304724906213710,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-10-20T20:52:40+0000,807722379247301_1303710562981811,Any person seeking public office must realise that it is not about him or her but about service for the greater good,,
2016-10-20T01:04:51+0000,807722379247301_1302911279728406,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-10-17T23:21:22+0000,807722379247301_1300878256598375,"This is your time, whoever you are & wherever you are. This is your opportunity now & tomorrow. Don't be dragged down by the past.

Time remains one of the most important things we have.",,
2016-10-15T20:52:40+0000,807722379247301_1298937370125797,Great day for a round of golf and some lunch with the family,,
2016-10-13T23:41:16+0000,807722379247301_1297048926981308,"#HappyFriday to all the facebook followers. Hope you have a great day and an even better weekend.

What are your plans?",#HappyFriday,
2016-10-10T07:23:12+0000,807722379247301_1293565087329692,,,Clive Palmer shared Palmer United Party's post.
2016-10-09T23:47:58+0000,807722379247301_1293322294020638,,,Clive Palmer shared Palmer United Party's post.
2016-10-08T07:57:48+0000,807722379247301_1291795034173364,"The Australian Government continue to attack me, but the High Court of Australia has set down the full bench of 7 judges to hear our case in November.",,
2016-10-05T23:00:21+0000,807722379247301_1289870274365840,Yesterday I was enjoying a Lite n' Easy meal for lunch.,,
2016-10-05T01:04:41+0000,807722379247301_1289004457785755,"Before the last election, I asked the PM, Malcolm Turnbull if he was just a seat warmer. I said Tony Abbott would be back.

This is a question I asked to the PM in February 2016. 
https://youtu.be/OaLF_DkYGi8?list=PLpN7eaG3505tev816727bR80LDgWrXm7j

Now we see an article today that Tony Abbott wants to come back. http://www.smh.com.au/federal-politics/political-news/dare-to-dream-tony-abbott-tells-uk-tories-he-believes-he-can-be-pm-again-20161004-grutrv.html

Turnbull never had any power to do anything, and Abbott's policies have reigned supreme since the fall of the Australian Labor Party Govt in 2013.

Its just more of the same and so predictable from the ""cesspool"" in parliament.

#auspol #oldnews","#auspol,#oldnews",
2016-10-04T23:19:02+0000,807722379247301_1288931304459737,Lost another 1kg yesterday. That's 21kg since leaving parliament. Still trying. Lite n' Easy,,
2016-10-04T02:08:21+0000,807722379247301_1288126314540236,"This great event is coming to the Palmer Sea Reef Golf Course in Port Douglas

Register now to secure your spot in this fantastic event

Hemingway's Brewery FNQ",,Clive Palmer shared Palmer Sea Reef Golf Course's post.
2016-10-04T01:27:43+0000,807722379247301_1288103347875866,"Come Together
The Beatles

Here come old flattop, he come grooving up slowly
He got joo-joo eyeball, he one holy roller
He got hair down to his knee
Got to be a joker he just do what he please

He wear no shoeshine, he got toe-jam football
He got monkey finger, he shoot Coca-Cola
He say, ""I know you, you know me.""
One thing I can tell you is you got to be free

Come together right now over me

He bag production, he got walrus gumboot
He got Ono sideboard, he one spinal cracker
He got feet down below his knee
Hold you in his armchair you can feel his disease

Come together right now over me

(Right!
Come, oh, come, come, come.)

He roller-coaster, he got early warning
He got muddy water, he one mojo filter
He say, ""One and one, and one is three.""
Got to be good-looking 'cause he's so hard to see

Come together right now over me

Oh
Come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, oh
Come together
Yeah, come together",,
2016-10-01T00:46:13+0000,807722379247301_1285080204844847,I've lost 20kg since leaving parliament. I feel lighter and better for it.,,
2016-09-29T22:21:12+0000,807722379247301_1284147724938095,,,Clive Palmer shared Palmer United Party's post.
2016-09-29T05:03:40+0000,807722379247301_1283454728340728,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-09-20T21:01:30+0000,807722379247301_1276046282414906,Great day for Golf on the Gold Coast. Palmer Colonial and Palmer Gold Coast are both open and in great condition.,,
2016-09-20T04:54:00+0000,807722379247301_1275429782476556,Time for the Government to do something for the people #auspol,#auspol,
2016-09-18T00:41:36+0000,807722379247301_1273528679333333,,,Clive Palmer shared Palmer Sea Reef Golf Course's post.
2016-09-13T23:28:22+0000,807722379247301_1270013113018223,"Hemingway's Classic Golf Event - Over $25,000 in prizes",,
2016-09-12T20:56:44+0000,807722379247301_1269022296450638,http://www.canberratimes.com.au/comment/what-is-so-controversial-about-a-climate-toolkit-20160909-grcqk2.html,,
2016-09-12T20:43:44+0000,807722379247301_1269013436451524,,,Clive Palmer shared Hemingway's Brewery FNQ's photo.
2016-09-12T20:32:59+0000,807722379247301_1269007459785455,Examination went well yesterday. The truth will set people free.,,
2016-09-11T00:11:51+0000,807722379247301_1267120389974162,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-09-10T00:31:42+0000,807722379247301_1266065653412969,,,Clive Palmer shared Palmer Sea Reef Golf Course's post.
2016-09-09T01:26:28+0000,807722379247301_1265051593514375,http://www.youtube.com/watch?v=PSzhfLGJcd0&sns=em,,
2016-09-05T22:32:15+0000,807722379247301_1262153200470881,"Court in Townsville dismissed the Jury in the Queensland Nickel Case.

More lies by the Queensland Government. Just another beat up.

And what a great day on the Gold Coast. The Surfs up at Broadbeach.

Have a good day everyone.",,
2016-09-05T21:29:24+0000,807722379247301_1262117970474404,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-09-03T02:51:28+0000,807722379247301_1259459514073583,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-09-02T21:44:00+0000,807722379247301_1259267647426103,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2016-09-01T23:23:39+0000,807722379247301_1258360144183520,,,Clive Palmer shared Palmer Sea Reef Golf Course's post.
2016-08-31T21:38:26+0000,807722379247301_1257349107617957,September 1st and the start of spring.,,
2016-08-29T21:40:40+0000,807722379247301_1255238844495650,The census was hacked by a foreign power. Turnbull could not stop it. He had to close the census down.,,
2016-08-21T23:27:21+0000,807722379247301_1248000128552855,"Congratulations to the Australian Olympic Team on competing at Rio2016. You have done yourself and your country proud.

Looking forward to seeing you compete in 2 years at the commonwealth games on the #GoldCoast.

#Oneteam","#GoldCoast.,#Oneteam",
2016-08-09T01:13:48+0000,807722379247301_1237259282960273,"Palmer United Party run with the policy of banning lobbyists from holding positions of power within political parties. This was adopted by Abbott at his first cabinet meeting.

Its a view I have long held and even came to a head in 2012 at a Liberal Party Conference.",,Clive Palmer shared Four Corners's video.
2016-08-05T05:30:24+0000,807722379247301_1234287379924130,"Statement from Clive Palmer – Townsville Refinery

The reports in the media today are disappointing and confirm the ongoing campaign against me and my commercial interests by my former political opponents because of my public service. 

A number of matters should be self-evident.

The refinery is not operating and has not operated under the current holder of the environmental authority, Queensland Nickel Sales.

No nickel has been produced. The sampling points are publicly known.

There was no nickel at the sampling site when it was last sampled in November before the current reported occurrence. There has been no nickel production at the refinery by Queensland Nickel Sales.

I believe the sample of less than half an ounce got there because someone put it there. This is an ongoing political campaign of lies and misinformation which is not in the best interests of Queensland and future employment in North Queensland.",,
2016-08-03T00:28:44+0000,807722379247301_1232657330087135,"If you are looking for a great course to play on the Gold Coast, why not try Palmer Colonial or Palmer Gold Coast.

You can find out information online at http://www.palmergolf.com.au/",,
2016-07-21T02:29:40+0000,807722379247301_1223901527629382,,,Clive Palmer shared Paul Crangle's post.
2016-07-20T04:39:34+0000,807722379247301_1223365494349652,http://www.sunshinecoastdaily.com.au/news/clive-goes-fishing-as-voters-palm-pup/3063749/,,
2016-07-20T04:39:26+0000,807722379247301_1223365441016324,http://www.sunshinecoastdaily.com.au/news/clive-goes-fishing-as-voters-palm-pup/3063749/,,
2016-07-18T01:35:24+0000,807722379247301_1221874064498795,"The Power of an Idea @PalmerUtdParty 
http://www.thetruthhub.com/#!gender-equality/iuwnr …
#auspol #genderequality","#!gender-equality/iuwnr,#auspol,#genderequality",
2016-07-11T23:37:05+0000,807722379247301_1217845834901618,"Just wanted to say a big thank you to Zhenya Dio Wang, Catriona Thoolen, Kevin Morgan, Suellen Wrightson, Kristian Rees, James McDonald and all the candidates who worked hard during the election campaign.",,
2016-07-11T04:19:06+0000,807722379247301_1217307591622109,,,Clive Palmer shared Palmer Coolum Resort's post.
2016-07-07T21:36:21+0000,807722379247301_1215193848500150,"Here is speech about the AEC from the National Press Club

https://youtu.be/y0g8Z2N59Zo",,
2016-07-01T23:05:02+0000,807722379247301_1211701308849404,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T11:37:50+0000,807722379247301_1210785712274297,,,Clive Palmer shared Australian Solar Council's video.
2016-06-30T09:57:15+0000,807722379247301_1210741715612030,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:57:03+0000,807722379247301_1210741665612035,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:56:30+0000,807722379247301_1210740765612125,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:55:21+0000,807722379247301_1210739385612263,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:54:35+0000,807722379247301_1210738988945636,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:53:34+0000,807722379247301_1210738545612347,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:52:29+0000,807722379247301_1210738265612375,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:52:15+0000,807722379247301_1210738198945715,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:51:55+0000,807722379247301_1210738055612396,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:51:23+0000,807722379247301_1210737948945740,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:50:50+0000,807722379247301_1210737705612431,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T09:50:18+0000,807722379247301_1210737562279112,,,Clive Palmer shared Palmer United Party's post.
2016-06-30T06:27:58+0000,807722379247301_1210632935622908,,,Clive Palmer shared a link.
2016-06-29T23:06:18+0000,807722379247301_1210447948974740,,,Clive Palmer shared Palmer United Party's post.
2016-06-29T23:05:08+0000,807722379247301_1210447662308102,,,Clive Palmer shared Palmer United Tasmania's post.
2016-06-29T23:03:44+0000,807722379247301_1210447252308143,,,Clive Palmer shared ABC Brisbane's live video.
2016-06-27T05:24:51+0000,807722379247301_1208735592479309,,,Clive Palmer shared Palmer United Party's photo.
2016-06-27T00:02:37+0000,807722379247301_1208605489158986,,,Clive Palmer shared Palmer United Tasmania's post.
2016-06-27T00:01:41+0000,807722379247301_1208605235825678,,,Clive Palmer shared Palmer United Tasmania's post.
2016-06-27T00:01:26+0000,807722379247301_1208605199159015,,,Clive Palmer shared Palmer United Tasmania's post.
2016-06-24T06:28:49+0000,807722379247301_1206763389343196,"Palmer defends Tony Jones and ABC independence

The leader of the Palmer United Party, Clive Palmer, has spoken out against the Prime Minister for comments he made against Tony Jones on the ABC’s Q&A program last night.

""Turnbull's attack last night was an attack on the independence and integrity of the ABC and an attempt to bully Tony Jones,’’ Mr Palmer said.

“The Prime Minister’s conduct was a disgrace and a desperate attempt to ingratiate the ABC’s competitors such as The Australian and Fox programs including the Bolt Report and Paul Murray Live.

""As Prime Minister, Mr Turnbull has responsibility to protect and defend the ABC not drag it down for Liberal Party purposes. 

“His attack on the ABC shows how desperate the Government is getting as it faces a real prospect of returning to the opposition benches. 

“Tony Jones remains as one of Australia's truly independent journalists. All Australians must defend and protect freedom of speech especially when it comes under attack by the leader of the Government,’’ Mr Palmer said.

ENDS",,
2016-06-24T00:42:57+0000,807722379247301_1206597916026410,,,Clive Palmer shared Palmer United Party's post.
2016-06-21T21:05:13+0000,807722379247301_1205071846179017,,,Clive Palmer shared Palmer United Party's post.
2016-06-21T21:04:46+0000,807722379247301_1205071659512369,,,Clive Palmer shared Palmer United Party's post.
2016-06-21T21:03:55+0000,807722379247301_1205071252845743,,,Clive Palmer shared Palmer United Party's post.
2016-06-21T03:19:32+0000,807722379247301_1204625472890321,,,Clive Palmer shared Palmer United Party's post.
2016-06-20T23:18:01+0000,807722379247301_1204524749567060,,,Clive Palmer shared Palmer United Party's photo.
2016-06-20T22:54:27+0000,807722379247301_1204517929567742,,,Clive Palmer shared Palmer United Party's photo.
2016-06-20T21:54:44+0000,807722379247301_1204493046236897,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:17:12+0000,807722379247301_1203565062996362,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:16:54+0000,807722379247301_1203565006329701,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:16:39+0000,807722379247301_1203564889663046,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:16:19+0000,807722379247301_1203564792996389,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:16:01+0000,807722379247301_1203564706329731,,,Clive Palmer shared Palmer United Party's photo.
2016-06-19T12:15:49+0000,807722379247301_1203564639663071,,,Clive Palmer shared Palmer United Party's photo.
2016-06-16T00:28:30+0000,807722379247301_1201329559886579,,,Clive Palmer shared Palmer United Party's post.
2016-06-13T22:14:07+0000,807722379247301_1200002666685935,,,Clive Palmer shared Palmer United Party's post.
2016-06-13T20:56:38+0000,807722379247301_1199966496689552,"This morning I was on Triple M Melbourne talking to Eddie, Luke & Mick about corruption and the issues facing Australia.

Palmer United supports a Federal ICAC to help take corruption out of business, sport & politics.

This election, Vote Palmer United in the Senate",,Clive Palmer with Triple M's Hot Breakfast with Eddie McGuire.
2016-06-12T23:03:38+0000,807722379247301_1199420023410866,,,Clive Palmer shared Palmer United Party's post.
2016-06-12T00:09:03+0000,807722379247301_1198801686806033,https://youtu.be/z_KLed0KEsA,,
2016-06-09T05:50:24+0000,807722379247301_1197030370316498,,,Clive Palmer shared Palmer United Party's post.
2016-06-08T23:51:34+0000,807722379247301_1196875276998674,,,Clive Palmer shared Palmer United Party's post.
2016-06-08T23:50:38+0000,807722379247301_1196875060332029,,,Clive Palmer shared Palmer United Party's photo.
2016-06-08T10:48:48+0000,807722379247301_1196511137035088,,,Clive Palmer shared Palmer United Party's photo.
2016-06-08T10:45:42+0000,807722379247301_1196509747035227,,,Clive Palmer shared Palmer United Party's post.
2016-06-07T07:28:49+0000,807722379247301_1195793160440219,,,Clive Palmer shared Palmer United Party's post.
2016-06-06T10:51:38+0000,807722379247301_1195288600490675,"He has called me a Buffoon. He has called me worse. Malcolm Turnbull wont appear on his show, but I did.

Have a listen to the interview with Andrew Bolt on the #BoltReport

https://youtu.be/AdUYDNQhhCk",#BoltReport,
2016-06-06T04:21:18+0000,807722379247301_1195170913835777,"Stop the Entitlement Rip Off.

$40m a year is paid to 350 former politicians & their spouses. Another 22 will leave this parliament with the  Life Gold Pass.

We do not believe that politicians should continue to be paid entitlements once they leave office.

Support Palmer United in stopping the Entitlement Rip Off.",,
2016-06-06T03:18:09+0000,807722379247301_1195151817171020,Im live now on the Huffington Post,,Clive Palmer shared HuffPost Australia's live video.
2016-06-06T02:45:16+0000,807722379247301_1195138307172371,Stay tuned for my live interview on Huffington Post at 1pm,,Clive Palmer shared HuffPost Australia's photo.
2016-06-06T01:22:13+0000,807722379247301_1195098840509651,"Great to see John Laws with Palmer United Party Senate Leader for New South Wales, Suellen Wrightson

Palmer United supports a Federal ICAC and we have established a committee to research the National Integrity Commission

This election its clear, if you support a Federal ICAC, then you must vote for Palmer United Party in the Senate",,
2016-06-04T11:29:16+0000,807722379247301_1194148420604693,Vote for Palmer United Party at this election to support a National Integrity Commission & Federal ICAC to wipe out corruption and hold our politicians accountable.,,Clive Palmer shared Former Senator for WA Zhenya Dio Wang's video.
2016-06-04T04:31:57+0000,807722379247301_1193995833953285,,,Clive Palmer shared Palmer United Party's post.
2016-06-04T04:26:13+0000,807722379247301_1193993677286834,,,Clive Palmer shared Palmer United Party's post.
2016-06-04T00:10:00+0000,807722379247301_1193882780631257,,,Clive Palmer shared Palmer United Party's post.
2016-06-04T00:09:02+0000,807722379247301_1193882483964620,,,Clive Palmer shared Palmer United Party's post.
2016-06-03T06:42:11+0000,807722379247301_1193421184010750,,,Clive Palmer shared their post.
2016-06-03T06:41:51+0000,807722379247301_1193421127344089,,,Clive Palmer shared Palmer United Party's post.
2016-06-03T06:41:36+0000,807722379247301_1193421087344093,,,Clive Palmer shared Palmer United Party's post.
2016-06-03T06:21:45+0000,807722379247301_1193415254011343,,,Clive Palmer shared Palmer United Party's post.
2016-06-03T06:21:25+0000,807722379247301_1193415210678014,,,Clive Palmer shared their post.
2016-05-31T06:51:31+0000,807722379247301_1191602004192668,"From August 2014. Proposes some solutions to fixing the budget. 

If they were running a bloody business, why dont they do it?

https://youtu.be/0hE_YnDGxYg",,
2016-05-31T02:11:56+0000,807722379247301_1191500550869480,"Palmer United have led the way to establish a Federal ICAC.

This election Vote Palmer United in the Senate

https://youtu.be/-c2_S0yQaqU",,
2016-05-30T13:43:50+0000,807722379247301_1191199747566227,"Ironically, an early election was called over a corruption bill, yet both major parties fail to discuss any corruption this campaign #auspol",#auspol,
2016-05-30T01:04:12+0000,807722379247301_1190903364262532,"Why has there been no real media coverage about the damning allegations of the Liberal Party raised on Four Corners last week?

Ever think that maybe the Labor party dont wont to open a massive can of worms that they may involvement in?

Please read & share this article an vote for Palmer United Party in the Senate. We will keep the Bastards Honest.

http://linkis.com/kangaroocourtofaustralia.com/UPyRG",,
2016-05-30T00:40:24+0000,807722379247301_1190897144263154,"Everywhere you look, there seems to be more stories about the intricate web of donations that are not declared that are used for political purposes.

Why is there not more attention put on this, as it rocks the foundations of our democracy.

Our ANZAC's fought for Australia. They didn't fight for Liberal or Labor or the people and companies who influence policy through their SECRET donations.

Palmer United are taking a stand against this corruption. It is why we established a committee into a National Corruption Watchdog that was not supported by Liberal & National Senators.

Now more than ever, Australians need to make a stand. Send the bastards a message and vote for Palmer United in the Senate, and we will do all we can to stamp out this corruption across our country.

http://www.goldcoastbulletin.com.au/news/gold-coast-fundraising-mps-stuart-robert-and-steve-ciobo-our-milliondollar-men/news-story/5818b842a47960f218e12d20530b8937",,
2016-05-29T11:49:57+0000,807722379247301_1190510777635124,,,Clive Palmer shared Palmer United Party's post.
2016-05-29T11:11:01+0000,807722379247301_1190484210971114,"LAZARUS TRYING TO STEAL PALMER UNITED VOTES

Glenn Lazarus was trying to steal Palmer United Votes in the senate election the federal leader of the Palmer United Party stated in Brisbane today.

 ""The former New South Wales state of origin player who switched State loyalty to stand in Queensland for the senate.""

He is a shocker he only got 6,000 votes in 2013 and if he did not get the 225.000 Palmer United votes he never would been elected.

""Lazarus misled our members to get endorsed.""

""He let them down by putting his personal interest before our party and grabbing the money.""

""He is only standing to get entitlements when he retires. You just can't trust the fellow"" Mr Palmer said

""Palmer United has a strong team to stand in the Senate in Queensland and based on their last vote expect to be successful in electing 2 senators and holding the balance of power in the senate.""

ENDS",,
2016-05-27T02:06:27+0000,807722379247301_1189071324445736,"Here is Malcolm Turnbull agreeing that he supports all of the 2014 budget.

I support every element in the budget, whole heartedly.
He supports a GP Co-Payment
He supports changes to higher education
He supports the changes to family payment reform - ie getting rid of the Low Income Super and School Kids Bonus.

Alan Jones also says that Turnbull has no chance of ever been the leader. 

https://youtu.be/C7IzXFCXzSA",,
2016-05-26T14:11:48+0000,807722379247301_1188748281144707,"Its a cesspool of activity in the Liberal Party

""It's a whole murky world, the Liberal party ... they don't publish accounts, they have no audited accounts, the accounts are not made available to members of the executive or senior donors to the party.

Something that Michael Yabsley, a former treasurer of the Liberal Party confirms.

Watch my full interview on Lateline here. Please share to get the message out.

https://youtu.be/IlgaZOhGLP0",,
2016-05-26T13:04:46+0000,807722379247301_1188715857814616,http://www.abc.net.au/news/2016-05-26/clive-palmer-turns-liberal-wrecking-ball/7449858,,
2016-05-26T12:46:22+0000,807722379247301_1188703134482555,"There has never been a better time to innovate. Especially if you are a Cayman Islander!!!

Innovation, will that put food on your table?",,
2016-05-25T23:59:10+0000,807722379247301_1188452817840920,,,Clive Palmer shared Palmer United Party's photo.
2016-05-25T12:11:07+0000,807722379247301_1188149894537879,"The Former Official Spokesman of the National Party Clive Palmer who voted in Parliament against the deregulation of the dairy industry said the National Party had betrayed the people who voted for the party.

Palmer United pledged to support the Australian Dairy industry and Australian Industry.

We have got to unite to save our country the leader of the Palmer United party Clive Palmer stated.

Labor and Liberals are just seeking to destroy our industries and place people on unemployment. It time to do something about it.

Palmer United with senate candidates in every state will seek to regain the balance of power in the senate and and save our dairy industry.

Barnaby Joyce is just hopeless. He will be the shortest serving leader of the National a Party in its history.",,
2016-05-25T00:42:57+0000,807722379247301_1187898971229638,"#FactCheck

Is there any wonder why Australians have lost faith in their politicians. No one is ever sure we can believe the things that are coming out of their mouths. From both Liberal & Labor.

Palmer United is committed to holding the government to account and making sure those from the community that are forgotten by the major parties are represented in parliament.

This election, Vote 1 Palmer United Party in the Senate.",#FactCheck,Clive Palmer shared Australian Youth Climate Coalition's video.
2016-05-25T00:24:28+0000,807722379247301_1187894114563457,"You can read our Vision for Australia here. We have a strong commitment to representing those who have been forgotten by the major parties.

Palmer United has done a lot to show how we can make a difference. The journey has just begun, and we have a great team of people working hard to make sure we can continue to do what is right and keep the major parties accountable.

This election Vote 1 Palmer United in the Senate.

https://palmerunited.com/wp-content/uploads/2015/07/Vision-for-Australia-June-2015.pdf",,
2016-05-25T00:18:24+0000,807722379247301_1187889304563938,"The real Malcolm Turnbull, NBN and what he was asking me to do for control.",,
2016-05-25T00:07:08+0000,807722379247301_1187889171230618,https://twitter.com/CliveFPalmer/status/735027076453916672,,
2016-05-24T23:43:33+0000,807722379247301_1187881657898036,"Careers Australia has admitted it broke consumer law and falsified applications for courses.

They have received over $190m since 2013 from the Government.

Now they have done a deal with the ACCC to pay back $44m. Will this actually go to court, or will the directors be held accountable?

Careers Australia Group have declared donations that are made to the Liberal Party.

Let me know what you think of this?

http://www.abc.net.au/news/2016-05-16/careers-australia-admits-breaking-consumer-law-accc/7418218",,
2016-05-24T06:54:00+0000,807722379247301_1187422547943947,"Malcolm Turnbull asked me to remove #Conroy from NBN Committee. #auspol #ausvotes2016 #NBNGATE

Senator Conroy recently had his office raided by the AFP.

Do you think this raid was a politically motivated?","#Conroy,#auspol,#ausvotes2016,#NBNGATE",
2016-05-23T03:09:06+0000,807722379247301_1186790368007165,"According to AEC disclosures, Chaoshan No 1 Trust (of which Mr Huang is a director) made a $50,000 donation to Bayside Forum two months later, on the same day ChAFTA was finalised and details announced by Mr Robb and then prime minister Tony Abbott.

The question has to be asked, who does the Free Trade Agreement really benefit, Australia or China?

http://www.theage.com.au/federal-politics/political-news/chinese-interests-play-an-increasing-role-in-australian-and-political-donations-20160517-goxl8b.html",,
2016-05-23T02:24:38+0000,807722379247301_1186773308008871,"It continues to go on.

Palmer United are leading the way securing votes to establish a Federal ICAC, with our Senator for WA, Dio Wang chairing the committee. This has all been stopped though with Turnbull calling an early election.

With 84% of Australians wanting a Federal ICAC or National Corruption watchdog, what have the major parties got to hide?

Are they covering things up for their ""Mates""?

The only way to hold these bastards accountable, is to vote for Palmer Unites Party in the Senate so we can establish this watchdog.

Please like & share to get this message out.

http://www.abc.net.au/news/2016-02-19/$1.7m-of-political-donations-missing-from-party-disclosures/7178228",,
2016-05-23T02:21:16+0000,807722379247301_1186772348008967,"Clive Palmer rules out standing for Senate seat

Clive Palmer confirmed in Brisbane today that he had not sought endorsement from the Palmer United Party to stand in the Queensland Senate election.

“There are some excellent people who have nominated to be endorsed to stand for the Palmer United Party in the Senate in Queensland and I am confident the party will continue to play a significant role in Australian political life,” Mr Palmer said.

""Regardless of the party Australians vote for in the House of Representatives at the election, they should vote for Palmer United in the Senate so the Liberals or Labor won't reintroduce the 2014 Budget.
“Only Palmer United can keep the bastards honest,” he said.

Mr Palmer criticised the current election campaign as the most boring and lacking in economic policy in Australia's history.

He said Palmer United would maintain its strong commitment to zero entitlements for politicians once they left parliament.

“The honour of serving the Australian people is a reward in itself. The taxpayer should not be burdened with supporting the retirement lifestyle of former Members of Parliament.

“Entitlements should be zero once you leave parliament,” he said.

ENDS",,
2016-05-23T01:56:52+0000,807722379247301_1186763461343189,"Former Treasurer of the Liberal Party said they knew it was happening, when referring to donations being funneled through the Free Enterprise Foundation.

Reports also suggest there are entities around Australia such as Foundation 51 in the Northern Territory do exactly the same thing.

The Liberals will hide behind a cloud and say its all legal, well is that it complies with the legislation that they wrote?

You can watch the Four Corners episode tonight about political donations.

https://au.news.yahoo.com/a/31671316/lib-admits-filtering-political-donations/",,
2016-05-22T23:23:58+0000,807722379247301_1186710558015146,,,Clive Palmer shared a link.
2016-05-21T22:26:14+0000,807722379247301_1186053038080898,Someone hacking Twitter & Facebook accounts. Cant share the posts. @TurnbullMalcolm trying to shut us down. Please share #NBNGATE,#NBNGATE,
2016-05-21T21:43:23+0000,807722379247301_1186039311415604,"In 2014 Turnbull asked me to use our votes in the senate to remove Conroy from NBN committee.

Turnbull offered to appoint me Chairman of a Parliamentary Joint Committee for NBN. 

Turnbull was worried about the senate committee questioning the chief Executive of the NBN . 

I think he was worried the Truth would come out about NBN, he wanted me shut it down. He said he wanted to get Conroy. I refused.

I have seen the Liberals direct police before. 

Wink Wink. Nudge Nudge. Say no more promotion on the way������������������������������",,
2016-05-20T02:54:32+0000,807722379247301_1184912008195001,"22 Members of Parliament who are retiring this year will still receive the  Life Gold Pass that will allow each of those members to take 10 return business class trips anywhere in Australia, each year, for the rest of their life.

This is estimated to cost taxpayers between $15,000 to $25,000 per year per person, which is nearly $500,000 per year. Money that could be better spent supporting local communities.

Only Palmer United are calling for an END to entitlements of all politicians upon leaving office in Canberra.

Please like and share if you agree",,
2016-05-20T02:08:18+0000,807722379247301_1184892484863620,"Palmer United saved Australians $1.6bn with the repeal of the Carbon tax. When the Liberal Government wanted to allow big business to keep this money, Palmer United said ""NO"" and made sure it was legislated, so it could be returned to everyone.

Attached is independent research from the Parliamentary Library on this matter.",,
2016-05-20T01:31:55+0000,807722379247301_1184881538198048,"The Federal Government has used this election mode to announce a $150m to be spent on upgrading the rail access to the Port of Townsville. Its all in a desperate attempt to secure votes in the July 2 poll.

Queensland Nickel was the largest user of the port of Townville and its now not using the facility which means there is over 50% capacity free at this time.

Whilst they have money to splurge now, both the Prime Minister and Ewen Jones didn't care about Townsville or the workers late last year when they were informed of the situation with QNI and that a $30m loan guarantee could be used to secure the jobs of over 3000 workers.

Crucially, this action would not have cost the government a cent, as the guarantee provides the ability for a Bank to make the lending possible. 

Whilst other governments around the world are supporting their metals processing industry at this time, our government is not doing anything. 

It makes it near impossible for our industry to compete with international markets which could result in investors flocking to other countries where they know the government actually cares about jobs and its people.

Its time for both Liberal & Labor to stop playing politics and get on with the job of helping to create a better standard of living for every Australian.

http://www.abc.net.au/news/2016-05-19/townsville-rail-corridor-funds-could-fall-short-says-qld-govt/7427976",,
2016-05-20T00:29:12+0000,807722379247301_1184859781533557,"Why is it that all Liberal & National Senators voted against a Federal Corruption Watchdog?

Palmer United with our Senator Dio Wang led the charge to establish a committee into starting this watchdog. By calling an early election, the Liberals have stopped the vital work of this committee.

84% of Australians support a National Corruption Watchdog.

If you want to see it happen, then vote for Palmer United Party this election.",,
